Age,Workclass,Fnlwgt,Education,Education.Num,Marital.Status,Occupation,Relationship,Race,Sex,Capital.Gain,Capital.Loss,Hours.Per.Week,Native.Country,Income
49,Federal-gov,"195,949",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Federal-gov,"203,505",HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
49,Federal-gov,"213,668",Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.00,56,United-States,>50K
49,Federal-gov,"216,453",Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Black,Female,0,0.00,45,United-States,<=50K
49,Federal-gov,"229,376",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,40,United-States,>50K
49,Federal-gov,"233,059",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Federal-gov,"311,671",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,>50K
49,Federal-gov,"35,406",HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0.00,20,United-States,<=50K
49,Federal-gov,"420,282",Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0.00,40,United-States,<=50K
49,Federal-gov,"586,657",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,"7,298",0.00,40,United-States,>50K
49,Federal-gov,"94,754",Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,40,United-States,>50K
49,Local-gov,"102,359",9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,"2,231.00",40,United-States,>50K
49,Local-gov,"106,554",Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0.00,40,United-States,>50K
49,Local-gov,"107,231",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,"2,002.00",40,United-States,<=50K
49,Local-gov,"110,172",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"116,163",Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0.00,50,France,<=50K
49,Local-gov,"116,892",Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0.00,40,United-States,<=50K
49,Local-gov,"119,904",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,"7,688",0.00,30,United-States,>50K
49,Local-gov,"120,451",10th,6,Separated,Other-service,Unmarried,Black,Female,0,0.00,40,United-States,<=50K
49,Local-gov,"123,088",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,46,United-States,<=50K
49,Local-gov,"126,446",Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0.00,30,United-States,<=50K
49,Local-gov,"145,290",5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"149,210",Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,"15,024",0.00,40,United-States,>50K
49,Local-gov,"159,641",Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,625.00,40,United-States,<=50K
49,Local-gov,"159,726",11th,7,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"163,229",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.00,56,United-States,<=50K
49,Local-gov,"166,039",HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,Local-gov,"170,846",Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
49,Local-gov,"173,584",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.00,50,United-States,<=50K
49,Local-gov,"174,981",Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0.00,47,United-States,>50K
49,Local-gov,"177,114",Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0.00,60,United-States,<=50K
49,Local-gov,"184,428",Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"186,539",Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.00,40,United-States,>50K
49,Local-gov,"192,349",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,"4,650",0.00,40,United-States,<=50K
49,Local-gov,"193,249",Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"193,960",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,"1,902.00",40,United-States,>50K
49,Local-gov,"194,895",Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,"7,298",0.00,40,United-States,>50K
49,Local-gov,"197,371",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0.00,40,United-States,>50K
49,Local-gov,"199,378",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"202,467",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.00,40,United-States,>50K
49,Local-gov,"215,895",Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,40,Italy,>50K
49,Local-gov,"219,021",Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0.00,48,United-States,>50K
49,Local-gov,"223,342",Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.00,44,United-States,<=50K
49,Local-gov,"226,871",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0.00,40,United-States,>50K
49,Local-gov,"249,289",Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0.00,40,United-States,<=50K
49,Local-gov,"268,234",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.00,40,United-States,>50K
49,Local-gov,"269,527",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,"7,298",0.00,40,United-States,>50K
49,Local-gov,"275,074",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,60,United-States,<=50K
49,Local-gov,"276,247",Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"288,548",Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0.00,50,United-States,<=50K
49,Local-gov,"298,445",Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,"1,977.00",60,United-States,>50K
49,Local-gov,"304,246",Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0.00,70,United-States,<=50K
49,Local-gov,"31,267",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,50,United-States,<=50K
49,Local-gov,"31,339",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"321,851",Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.00,30,United-States,<=50K
49,Local-gov,"329,144",Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.00,44,United-States,>50K
49,Local-gov,"337,768",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,>50K
49,Local-gov,"34,021",Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0.00,50,United-States,<=50K
49,Local-gov,"343,231",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.00,80,United-States,<=50K
49,Local-gov,"349,633",Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.00,50,United-States,>50K
49,Local-gov,"358,668",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,45,United-States,>50K
49,Local-gov,"37,353",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,>50K
49,Local-gov,"405,309",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,>50K
49,Local-gov,"46,537",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,594,0.00,10,United-States,<=50K
49,Local-gov,"52,590",HS-grad,9,Widowed,Protective-serv,Not-in-family,Black,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"59,612",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,40,United-States,>50K
49,Local-gov,"67,001",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Local-gov,"78,859",Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,323.00,20,United-States,<=50K
49,Local-gov,"79,019",Masters,14,Widowed,Prof-specialty,Unmarried,White,Female,0,0.00,16,United-States,<=50K
49,Local-gov,"98,738",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,>50K
49,N/A,"113,913",HS-grad,9,Married-civ-spouse,N/A,Wife,White,Female,0,0.00,60,United-States,<=50K
49,N/A,"114,648",12th,8,Divorced,N/A,Other-relative,Black,Male,0,0.00,40,United-States,<=50K
49,N/A,"171,411",9th,5,Divorced,N/A,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
49,N/A,"174,702",Some-college,10,Never-married,N/A,Not-in-family,White,Male,0,0.00,35,United-States,<=50K
49,N/A,"178,215",Some-college,10,Widowed,N/A,Unmarried,White,Female,0,0.00,28,United-States,<=50K
49,N/A,"189,885",HS-grad,9,Widowed,N/A,Not-in-family,Black,Female,0,0.00,40,United-States,<=50K
49,N/A,"202,874",HS-grad,9,Separated,N/A,Unmarried,White,Female,0,0.00,40,Columbia,<=50K
49,N/A,"228,372",Some-college,10,Married-civ-spouse,N/A,Husband,White,Male,0,0.00,20,United-States,>50K
49,N/A,"261,059",10th,6,Separated,N/A,Own-child,White,Male,"2,176",0.00,40,United-States,<=50K
49,N/A,"271,346",Bachelors,13,Married-civ-spouse,N/A,Husband,White,Male,"15,024",0.00,60,United-States,>50K
49,N/A,"296,892",HS-grad,9,Married-civ-spouse,N/A,Husband,White,Male,0,0.00,40,Puerto-Rico,<=50K
49,N/A,"31,478",7th-8th,4,Married-civ-spouse,N/A,Husband,White,Male,0,0.00,99,United-States,<=50K
49,N/A,"350,759",HS-grad,9,Married-civ-spouse,N/A,Husband,White,Male,0,0.00,40,United-States,<=50K
49,N/A,"407,495",HS-grad,9,Married-spouse-absent,N/A,Not-in-family,White,Male,0,0.00,70,United-States,<=50K
49,N/A,"481,987",HS-grad,9,Married-civ-spouse,N/A,Husband,White,Male,0,0.00,60,United-States,<=50K
49,N/A,"52,590",HS-grad,9,Never-married,N/A,Not-in-family,Black,Male,0,0.00,40,United-States,<=50K
49,N/A,"558,183",Assoc-voc,11,Married-spouse-absent,N/A,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,N/A,"57,665",Bachelors,13,Divorced,N/A,Own-child,White,Female,0,0.00,40,United-States,<=50K
49,Private,"101,320",Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,"1,902.00",40,United-States,>50K
49,Private,"101,320",Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0.00,75,United-States,<=50K
49,Private,"101,825",Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,"1,977.00",40,United-States,>50K
49,Private,"102,583",Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,"1,848.00",44,United-States,>50K
49,Private,"102,945",7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
49,Private,"104,455",Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0.00,40,Philippines,<=50K
49,Private,"104,542",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
49,Private,"105,431",HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0.00,40,United-States,<=50K
49,Private,"105,444",12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,39,United-States,<=50K
49,Private,"105,449",Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0.00,25,United-States,<=50K
49,Private,"105,614",10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,50,United-States,<=50K
49,Private,"107,425",Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0.00,35,United-States,<=50K
49,Private,"107,682",Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.00,38,United-States,<=50K
49,Private,"110,015",Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,45,Greece,<=50K
49,Private,"110,243",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,45,United-States,>50K
49,Private,"114,797",Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0.00,40,United-States,<=50K
49,Private,"115,613",9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"115,784",Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.00,45,United-States,<=50K
49,Private,"115,784",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"116,143",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"116,338",HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,653.00,60,United-States,<=50K
49,Private,"116,789",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"117,095",HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,Private,"119,182",HS-grad,9,Separated,Other-service,Not-in-family,Black,Female,0,0.00,35,United-States,<=50K
49,Private,"120,629",Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,"27,828",0.00,60,United-States,>50K
49,Private,"120,629",Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0.00,30,United-States,<=50K
49,Private,"121,602",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"122,066",5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,"2,603.00",40,Greece,<=50K
49,Private,"122,066",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,30,Hungary,<=50K
49,Private,"122,177",HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.00,80,United-States,<=50K
49,Private,"122,206",Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,25,United-States,<=50K
49,Private,"122,385",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,>50K
49,Private,"122,493",HS-grad,9,Widowed,Tech-support,Unmarried,White,Male,0,0.00,40,United-States,<=50K
49,Private,"123,207",HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.00,44,United-States,<=50K
49,Private,"123,584",11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,75,United-States,<=50K
49,Private,"123,681",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,43,United-States,>50K
49,Private,"124,356",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,60,United-States,>50K
49,Private,"124,604",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0.00,32,United-States,<=50K
49,Private,"124,672",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,>50K
49,Private,"125,421",HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0.00,38,United-States,<=50K
49,Private,"125,421",HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0.00,40,United-States,>50K
49,Private,"125,892",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"126,754",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.00,45,United-States,>50K
49,Private,"128,132",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,60,United-States,>50K
49,Private,"128,736",Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,Private,"129,513",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,50,United-States,>50K
49,Private,"129,513",Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,45,United-States,<=50K
49,Private,"129,640",HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
49,Private,"133,669",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,40,United-States,>50K
49,Private,"133,729",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,17,United-States,<=50K
49,Private,"133,917",Assoc-voc,11,Never-married,Sales,Other-relative,Black,Male,0,0.00,40,N/A,<=50K
49,Private,"133,969",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0.00,50,United-States,>50K
49,Private,"134,797",Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
49,Private,"135,643",HS-grad,9,Widowed,Craft-repair,Unmarried,Asian-Pac-Islander,Female,0,0.00,40,South,<=50K
49,Private,"136,455",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.00,45,United-States,<=50K
49,Private,"137,192",Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,"1,977.00",50,South,>50K
49,Private,"138,370",Masters,14,Married-spouse-absent,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0.00,40,India,<=50K
49,Private,"139,268",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"7,298",0.00,40,United-States,>50K
49,Private,"139,268",Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0.00,40,United-States,<=50K
49,Private,"140,121",HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0.00,50,United-States,<=50K
49,Private,"141,944",Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,"1,380.00",42,United-States,<=50K
49,Private,"142,287",Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,"1,902.00",50,United-States,>50K
49,Private,"143,459",9th,5,Separated,Handlers-cleaners,Own-child,White,Male,0,0.00,38,United-States,<=50K
49,Private,"143,482",HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,Private,"144,396",11th,7,Divorced,Exec-managerial,Not-in-family,White,Female,0,0.00,38,United-States,<=50K
49,Private,"144,844",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,52,United-States,>50K
49,Private,"146,268",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"147,002",HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0.00,40,Puerto-Rico,<=50K
49,Private,"147,032",HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0.00,8,Philippines,<=50K
49,Private,"147,322",Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0.00,40,Peru,<=50K
49,Private,"148,398",HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0.00,40,United-States,<=50K
49,Private,"148,475",Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,Private,"148,549",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,"1,902.00",50,United-States,>50K
49,Private,"148,995",HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
49,Private,"149,049",Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,"14,344",0.00,45,United-States,>50K
49,Private,"149,210",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0.00,40,United-States,<=50K
49,Private,"149,337",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,>50K
49,Private,"149,809",Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,40,N/A,<=50K
49,Private,"149,949",HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,"1,876.00",40,United-States,<=50K
49,Private,"151,107",HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0.00,40,United-States,<=50K
49,Private,"151,584",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,>50K
49,Private,"151,584",Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,32,United-States,<=50K
49,Private,"153,536",Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,"14,084",0.00,44,United-States,>50K
49,Private,"154,451",11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0.00,35,United-States,<=50K
49,Private,"155,489",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"155,489",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,50,United-States,>50K
49,Private,"156,926",Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0.00,45,United-States,>50K
49,Private,"157,272",HS-grad,9,Separated,Sales,Unmarried,White,Male,0,0.00,50,United-States,<=50K
49,Private,"157,569",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"159,816",Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,"99,999",0.00,20,United-States,>50K
49,Private,"160,167",Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"160,187",9th,5,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0.00,16,Jamaica,<=50K
49,Private,"160,647",Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.00,40,United-States,>50K
49,Private,"163,229",HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0.00,50,United-States,<=50K
49,Private,"164,799",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,>50K
49,Private,"165,134",Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0.00,35,Columbia,<=50K
49,Private,"165,152",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,48,United-States,>50K
49,Private,"165,468",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,"7,688",0.00,55,United-States,>50K
49,Private,"165,513",Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0.00,40,United-States,<=50K
49,Private,"165,953",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,"1,902.00",40,United-States,<=50K
49,Private,"166,789",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"166,809",Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0.00,40,United-States,>50K
49,Private,"166,857",9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
49,Private,"167,523",Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
49,Private,"168,211",HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0.00,40,United-States,>50K
49,Private,"168,211",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,"1,485.00",40,United-States,>50K
49,Private,"168,216",7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,48,United-States,<=50K
49,Private,"168,262",10th,6,Divorced,Other-service,Not-in-family,White,Male,0,0.00,48,United-States,<=50K
49,Private,"168,337",5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"169,042",HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,625.00,40,Puerto-Rico,<=50K
49,Private,"169,180",7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0.00,40,Hong,<=50K
49,Private,"169,711",Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,40,Germany,>50K
49,Private,"169,818",HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0.00,40,United-States,>50K
49,Private,"170,165",HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0.00,55,United-States,<=50K
49,Private,"170,871",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,45,United-States,>50K
49,Private,"171,301",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0.00,40,United-States,<=50K
49,Private,"173,115",10th,6,Separated,Exec-managerial,Not-in-family,Black,Male,"4,416",0.00,99,United-States,<=50K
49,Private,"175,070",Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,Private,"175,622",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"175,958",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,80,United-States,>50K
49,Private,"176,341",Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0.00,40,India,<=50K
49,Private,"176,684",Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,Private,"176,814",Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,"5,178",0.00,40,United-States,>50K
49,Private,"176,814",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,50,Canada,<=50K
49,Private,"177,211",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,>50K
49,Private,"177,211",Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"177,426",HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0.00,20,United-States,<=50K
49,Private,"178,749",Masters,14,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0.00,40,United-States,<=50K
49,Private,"179,869",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,>50K
49,Private,"180,532",Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
49,Private,"180,899",Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,"1,755.00",45,United-States,>50K
49,Private,"181,363",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,45,United-States,>50K
49,Private,"181,717",Assoc-voc,11,Separated,Prof-specialty,Own-child,White,Female,0,0.00,36,United-States,<=50K
49,Private,"182,211",9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.00,45,United-States,<=50K
49,Private,"182,752",Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.00,40,United-States,>50K
49,Private,"183,013",HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.00,40,United-States,<=50K
49,Private,"184,428",Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
49,Private,"184,986",HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
49,Private,"185,041",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
